# Asian Greeks: Rogers-Shi reduction z=(K-A/T)/S, z0=K/S0=1.0
# delta_reduced_dz = -dU/dz  (reduced-coordinate sensitivity)
# delta_Asian_financial = U(z0) - z0*U_z(z0)  (financial Delta, Sec. 3.2)
sigma,z,u,delta_reduced_dz,delta_Asian_financial,note
0.2,1.0600000000,0.0397728066,0.3913456590,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,1.0700000000,0.0360010489,0.3634068000,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,1.0800000000,0.0325046706,0.3363351790,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,1.0900000000,0.0292743453,0.3102516328,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,1.1000000000,0.0262996379,0.2852568897,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,1.1100000000,0.0235692075,0.2614314993,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,1.1200000000,0.0210710079,0.2388362454,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,1.1300000000,0.0187924826,0.2175129721,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,1.1400000000,0.0167207485,0.1974857482,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,1.1500000000,0.0148427676,0.1787622938,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,1.1600000000,0.0131455026,0.1613355962,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,1.1700000000,0.0116160557,0.1451856446,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,1.1800000000,0.0102417897,0.1302812222,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,1.1900000000,0.0090104313,0.1165816997,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,1.2000000000,0.0079101557,0.1040387839,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,1.2100000000,0.0069296556,0.0925981846,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,1.2200000000,0.0060581920,0.0822011691,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,1.2300000000,0.0052856322,0.0727859842,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,1.2400000000,0.0046024724,0.0642891317,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,1.2500000000,0.0039998496,0.0566464905,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,1.2600000000,0.0034695425,0.0497942832,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,1.2700000000,0.0030039639,0.0436698900,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,1.2800000000,0.0025961447,0.0382125177,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,1.2900000000,0.0022397135,0.0333637319,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,1.3000000000,0.0019288701,0.0290678643,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,1.3100000000,0.0016583563,0.0252723072,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,1.3200000000,0.0014234240,0.0219277097,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,1.3300000000,0.0012198021,0.0189880866,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,1.3400000000,0.0010436622,0.0164108548,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,1.3500000000,0.0008915850,0.0141568087,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,1.3600000000,0.0007605261,0.0121900463,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,1.3700000000,0.0006477840,0.0104778553,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,1.3800000000,0.0005509690,0.0089905713,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,1.3900000000,0.0004679726,0.0077014123,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,1.4000000000,0.0003969407,0.0065863011,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,1.4100000000,0.0003362466,0.0056236773,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,1.4200000000,0.0002844672,0.0047943071,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,1.4300000000,0.0002403605,0.0040810938,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,1.4400000000,0.0002028453,0.0034688919,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,1.4500000000,0.0001709826,0.0029443282,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,1.4600000000,0.0001439587,0.0024956305,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,1.4700000000,0.0001210700,0.0021124670,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,1.4800000000,0.0001017094,0.0017857955,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,1.4900000000,0.0000853541,0.0015077238,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,1.5000000000,0.0000715549,0.0012713817,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,1.5100000000,0.0000599265,0.0010708031,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,1.5200000000,0.0000501388,0.0009008194,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,1.5300000000,0.0000419101,0.0007569637,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,1.5400000000,0.0000349996,0.0006353834,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,1.5500000000,0.0000292024,0.0005327630,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,1.5600000000,0.0000243443,0.0004462553,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,1.5700000000,0.0000202773,0.0003734194,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,1.5800000000,0.0000168759,0.0003121675,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,1.5900000000,0.0000140339,0.0002607165,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,1.6000000000,0.0000116616,0.0002175462,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,1.6100000000,0.0000096830,0.0001813630,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,1.6200000000,0.0000080343,0.0001510677,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,1.6300000000,0.0000066617,0.0001257281,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,1.6400000000,0.0000055198,0.0001045541,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,1.6500000000,0.0000045706,0.0000868779,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,1.6600000000,0.0000037822,0.0000721353,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,1.6700000000,0.0000031279,0.0000598503,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,1.6800000000,0.0000025852,0.0000496221,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,1.6900000000,0.0000021354,0.0000411135,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,1.7000000000,0.0000017629,0.0000340411,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,1.7100000000,0.0000014546,0.0000281671,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,1.7200000000,0.0000011996,0.0000232920,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,1.7300000000,0.0000009888,0.0000192491,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,1.7400000000,0.0000008146,0.0000158986,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,1.7500000000,0.0000006708,0.0000131239,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,1.7600000000,0.0000005521,0.0000108275,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,1.7700000000,0.0000004543,0.0000089282,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,1.7800000000,0.0000003736,0.0000073584,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,1.7900000000,0.0000003071,0.0000060615,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,1.8000000000,0.0000002523,0.0000049909,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,1.8100000000,0.0000002073,0.0000041075,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,1.8200000000,0.0000001702,0.0000033790,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,1.8300000000,0.0000001397,0.0000027786,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,1.8400000000,0.0000001146,0.0000022840,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,1.8500000000,0.0000000940,0.0000018769,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,1.8600000000,0.0000000771,0.0000015419,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,1.8700000000,0.0000000632,0.0000012665,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,1.8800000000,0.0000000517,0.0000010404,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,1.8900000000,0.0000000424,0.0000008549,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,1.9000000000,0.0000000346,0.0000007031,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,1.9100000000,0.0000000283,0.0000005793,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,1.9200000000,0.0000000231,0.0000004790,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,1.9300000000,0.0000000187,0.0000003985,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,1.9400000000,0.0000000151,0.0000003351,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,1.9500000000,0.0000000120,0.0000002868,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,1.9600000000,0.0000000094,0.0000002526,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,1.9700000000,0.0000000070,0.0000002320,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,1.9800000000,0.0000000047,0.0000002258,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.2,1.9900000000,0.0000000024,0.0000002356,0.6366928035,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.3,-1.9900000000,1.8251118290,0.0004767527,0.6008383658,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.3,-1.9800000000,1.8251046390,0.0009746465,0.6008383658,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.3,-1.9700000000,1.8250923360,0.0014998114,0.6008383658,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.3,-1.9600000000,1.8250746430,0.0020531777,0.6008383658,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.3,-1.9500000000,1.8250512720,0.0026356975,0.6008383658,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.3,-1.9400000000,1.8250219290,0.0032483445,0.6008383658,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.3,-1.9300000000,1.8249863050,0.0038921142,0.6008383658,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.3,-1.9200000000,1.8249440860,0.0045680244,0.6008383658,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.3,-1.9100000000,1.8248949450,0.0052771151,0.6008383658,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.3,-1.9000000000,1.8248385440,0.0060204487,0.6008383658,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.3,-1.8900000000,1.8247745360,0.0067991097,0.6008383658,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.3,-1.8800000000,1.8247025620,0.0076142054,0.6008383658,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.3,-1.8700000000,1.8246222520,0.0084668656,0.6008383658,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.3,-1.8600000000,1.8245332250,0.0093582426,0.6008383658,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.3,-1.8500000000,1.8244350870,0.0102895113,0.6008383658,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.3,-1.8400000000,1.8243274340,0.0112618692,0.6008383658,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.3,-1.8300000000,1.8242098500,0.0122765362,0.6008383658,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.3,-1.8200000000,1.8240819040,0.0133347546,0.6008383658,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.3,-1.8100000000,1.8239431540,0.0144377891,0.6008383658,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.3,-1.8000000000,1.8237931480,0.0155869264,0.6008383658,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.3,-1.7900000000,1.8236314160,0.0167834754,0.6008383658,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.3,-1.7800000000,1.8234574780,0.0180287664,0.6008383658,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.3,-1.7700000000,1.8232708410,0.0193241515,0.6008383658,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.3,-1.7600000000,1.8230709950,0.0206710038,0.6008383658,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.3,-1.7500000000,1.8228574210,0.0220707173,0.6008383658,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.3,-1.7400000000,1.8226295810,0.0235247065,0.6008383658,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.3,-1.7300000000,1.8223869260,0.0250344059,0.6008383658,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.3,-1.7200000000,1.8221288930,0.0266012696,0.6008383658,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.3,-1.7100000000,1.8218549010,0.0282267706,0.6008383658,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.3,-1.7000000000,1.8215643570,0.0299124005,0.6008383658,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.3,-1.6900000000,1.8212566530,0.0316596686,0.6008383658,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.3,-1.6800000000,1.8209311640,0.0334701014,0.6008383658,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.3,-1.6700000000,1.8205872510,0.0353452419,0.6008383658,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.3,-1.6600000000,1.8202242590,0.0372866484,0.6008383658,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.3,-1.6500000000,1.8198415180,0.0392958941,0.6008383658,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.3,-1.6400000000,1.8194383410,0.0413745659,0.6008383658,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.3,-1.6300000000,1.8190140270,0.0435242634,0.6008383658,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.3,-1.6200000000,1.8185678560,0.0457465980,0.6008383658,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.3,-1.6100000000,1.8180990950,0.0480431916,0.6008383658,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.3,-1.6000000000,1.8176069920,0.0504156753,0.6008383658,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.3,-1.5900000000,1.8170907810,0.0528656883,0.6008383658,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.3,-1.5800000000,1.8165496780,0.0553948766,0.6008383658,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.3,-1.5700000000,1.8159828840,0.0580048911,0.6008383658,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.3,-1.5600000000,1.8153895810,0.0606973866,0.6008383658,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.3,-1.5500000000,1.8147689360,0.0634740196,0.6008383658,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.3,-1.5400000000,1.8141201000,0.0663364472,0.6008383658,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.3,-1.5300000000,1.8134422070,0.0692863248,0.6008383658,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.3,-1.5200000000,1.8127343740,0.0723253045,0.6008383658,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.3,-1.5100000000,1.8119957010,0.0754550330,0.6008383658,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.3,-1.5000000000,1.8112252730,0.0786771494,0.6008383658,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.3,-1.4900000000,1.8104221580,0.0819932834,0.6008383658,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.3,-1.4800000000,1.8095854070,0.0854050524,0.6008383658,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.3,-1.4700000000,1.8087140570,0.0889140598,0.6008383658,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.3,-1.4600000000,1.8078071260,0.0925218918,0.6008383658,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.3,-1.4500000000,1.8068636190,0.0962301156,0.6008383658,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.3,-1.4400000000,1.8058825240,0.1000402761,0.6008383658,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.3,-1.4300000000,1.8048628140,0.1039538932,0.6008383658,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.3,-1.4200000000,1.8038034460,0.1079724591,0.6008383658,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.3,-1.4100000000,1.8027033640,0.1120974353,0.6008383658,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.3,-1.4000000000,1.8015614970,0.1163302490,0.6008383658,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.3,-1.3900000000,1.8003767590,0.1206722907,0.6008383658,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.3,-1.3800000000,1.7991480510,0.1251249100,0.6008383658,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.3,-1.3700000000,1.7978742610,0.1296894128,0.6008383658,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.3,-1.3600000000,1.7965542630,0.1343670573,0.6008383658,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.3,-1.3500000000,1.7951869200,0.1391590508,0.6008383658,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.3,-1.3400000000,1.7937710820,0.1440665455,0.6008383658,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.3,-1.3300000000,1.7923055890,0.1490906351,0.6008383658,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.3,-1.3200000000,1.7907892700,0.1542323503,0.6008383658,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.3,-1.3100000000,1.7892209420,0.1594926553,0.6008383658,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.3,-1.3000000000,1.7875994160,0.1648724434,0.6008383658,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.3,-1.2900000000,1.7859234930,0.1703725327,0.6008383658,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.3,-1.2800000000,1.7841919660,0.1759936620,0.6008383658,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.3,-1.2700000000,1.7824036200,0.1817364862,0.6008383658,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.3,-1.2600000000,1.7805572360,0.1876015721,0.6008383658,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.3,-1.2500000000,1.7786515890,0.1935893934,0.6008383658,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.3,-1.2400000000,1.7766854480,0.1997003267,0.6008383658,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.3,-1.2300000000,1.7746575820,0.2059346466,0.6008383658,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.3,-1.2200000000,1.7725667550,0.2122925206,0.6008383658,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.3,-1.2100000000,1.7704117320,0.2187740053,0.6008383658,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.3,-1.2000000000,1.7681912750,0.2253790405,0.6008383658,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.3,-1.1900000000,1.7659041510,0.2321074455,0.6008383658,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.3,-1.1800000000,1.7635491260,0.2389589134,0.6008383658,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.3,-1.1700000000,1.7611249730,0.2459330071,0.6008383658,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.3,-1.1600000000,1.7586304660,0.2530291540,0.6008383658,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.3,-1.1500000000,1.7560643890,0.2602466415,0.6008383658,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.3,-1.1400000000,1.7534255330,0.2675846121,0.6008383658,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.3,-1.1300000000,1.7507126970,0.2750420591,0.6008383658,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.3,-1.1200000000,1.7479246920,0.2826178217,0.6008383658,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.3,-1.1100000000,1.7450603410,0.2903105809,0.6008383658,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.3,-1.1000000000,1.7421184800,0.2981188548,0.6008383658,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
0.3,-1.0900000000,1.7390979640,0.3060409944,0.6008383658,Delta_Asian=U-z0*Uz;z0=K/S0=1.0;S0=K=100;r=0.09
